record_id,date,industry,region,city,customer_type,customer_age,acquisition_channel,product_or_service,quantity,unit_price_ghs,discount_rate,revenue_ghs,cost_ghs,profit_ghs,customer_satisfaction,returned,payment_status
REC-00175,2025-12-21,Hospitality,Ashanti,Kumasi,SME,31,Walk-in,Basic Plan,10,1201.86,0.0,12018.6,9518.0,2500.6,2,True,Paid
REC-00176,2025-02-09,Manufacturing,Northern,Yendi,Government,43,Mobile App,Training Package,5,427.06,0.0,2135.3,1408.61,726.69,1,True,Paid
REC-00177,2025-08-12,Manufacturing,Greater Accra,Tema,Individual,24,Walk-in,Consulting Service,4,2100.72,0.05,7982.74,5379.67,2603.07,4,False,Paid
REC-00178,2025-08-10,Hospitality,Central,Cape Coast,Individual,42,Website,Enterprise Plan,3,1707.24,0.1,4609.55,2220.45,2389.1,2,False,Paid
REC-00179,2025-06-12,Agriculture,Northern,Yendi,Enterprise,42,Website,Premium Plan,6,288.71,0.0,1732.26,1383.89,348.37,1,False,Pending
REC-00180,2025-10-12,Healthcare,Western,Tarkwa,Government,53,Website,Enterprise Plan,9,1034.91,0.0,9314.19,4500.23,4813.96,4,False,Paid
REC-00181,2025-05-05,Hospitality,Northern,Yendi,Enterprise,53,Phone,Premium Plan,10,1314.73,0.1,11832.57,6066.74,5765.83,1,False,Pending
REC-00182,2025-06-03,Education,Eastern,Nkawkaw,SME,44,Phone,Basic Plan,8,1962.1,0.05,14911.96,8099.12,6812.84,2,False,Paid
REC-00183,2025-11-14,Manufacturing,Western,Takoradi,Enterprise,39,Walk-in,Support Package,7,2015.09,0.05,13400.35,8212.84,5187.51,2,False,Paid
REC-00184,2025-06-13,Education,Ashanti,Obuasi,Government,43,Walk-in,Consulting Service,5,1843.81,0.1,8297.15,6704.7,1592.45,3,False,Refunded
REC-00185,2025-10-07,Agriculture,Ashanti,Kumasi,Government,55,Walk-in,Training Package,3,1712.24,0.15,4366.21,2008.28,2357.93,1,False,Pending
REC-00186,2025-06-05,Manufacturing,Ashanti,Kumasi,Government,58,Referral,Consulting Service,4,650.39,0.0,2601.56,1859.17,742.39,5,False,Refunded
REC-00187,2025-08-03,Healthcare,Central,Cape Coast,SME,62,Walk-in,Premium Plan,9,115.99,0.05,991.71,703.72,287.99,5,False,Refunded
REC-00188,2025-11-28,Manufacturing,Northern,Tamale,Individual,61,Website,Enterprise Plan,7,2417.86,0.05,16078.77,12980.64,3098.13,2,True,Refunded
REC-00189,2025-12-19,Finance,Central,Kasoa,Individual,55,Phone,Basic Plan,10,572.05,0.05,5434.47,3231.99,2202.48,3,False,Paid
REC-00190,2025-03-14,Agriculture,Greater Accra,Tema,Government,64,Website,Consulting Service,6,796.93,0.1,4303.42,3185.3,1118.12,4,False,Paid
REC-00191,2025-12-30,Finance,Eastern,Koforidua,SME,20,Referral,Premium Plan,2,80.9,0.05,153.71,106.02,47.69,3,True,Pending
REC-00192,2025-07-27,Education,Western,Tarkwa,Government,32,Phone,Basic Plan,11,481.52,0.1,4767.05,2842.9,1924.15,2,False,Paid
REC-00193,2025-10-23,Technology,Northern,Tamale,Government,22,Website,Enterprise Plan,2,2003.77,0.15,3406.41,1768.52,1637.89,4,True,Paid
REC-00194,2025-11-09,Agriculture,Central,Cape Coast,Enterprise,42,Referral,Support Package,7,1477.84,0.05,9827.64,5702.34,4125.3,1,False,Paid
REC-00195,2025-06-06,Manufacturing,Greater Accra,Accra,Government,33,Phone,Premium Plan,2,478.04,0.0,956.08,610.94,345.14,4,True,Paid
REC-00196,2025-09-08,Retail,Central,Kasoa,Individual,28,Phone,Premium Plan,5,372.23,0.05,1768.09,1346.46,421.63,2,False,Refunded
REC-00197,2025-09-11,Agriculture,Central,Kasoa,SME,59,Website,Support Package,7,1719.62,0.1,10833.61,7721.68,3111.93,1,False,Paid
REC-00198,2025-04-26,Agriculture,Greater Accra,Accra,Individual,35,Walk-in,Support Package,9,739.46,0.1,5989.63,3948.91,2040.72,3,True,Paid
REC-00199,2025-10-07,Education,Northern,Yendi,Individual,46,Phone,Enterprise Plan,4,2474.69,0.0,9898.76,7150.03,2748.73,3,False,Pending
REC-00200,2025-04-18,Manufacturing,Greater Accra,Accra,SME,33,Mobile App,Premium Plan,12,1480.11,0.05,16873.25,12968.58,3904.67,1,True,Paid
REC-00201,2025-11-02,Hospitality,Central,Cape Coast,SME,35,Phone,Basic Plan,9,441.73,0.05,3776.79,2103.87,1672.92,3,False,Paid
REC-00202,2025-12-31,Hospitality,Ashanti,Obuasi,Government,27,Phone,Basic Plan,6,2075.49,0.1,11207.65,7073.14,4134.51,1,False,Refunded
REC-00203,2025-12-22,Retail,Northern,Tamale,Government,35,Walk-in,Basic Plan,6,1150.37,0.1,6212.0,3547.65,2664.35,5,False,Paid
REC-00204,2025-09-11,Finance,Western,Tarkwa,Enterprise,31,Website,Basic Plan,5,824.09,0.05,3914.43,2250.68,1663.75,1,False,Paid
REC-00205,2025-08-14,Finance,Greater Accra,Tema,SME,28,Walk-in,Basic Plan,8,26.67,0.1,192.02,100.78,91.24,3,False,Paid
REC-00206,2025-11-29,Education,Eastern,Nkawkaw,Individual,60,Website,Basic Plan,3,153.17,0.05,436.53,313.7,122.83,2,False,Paid
REC-00207,2025-04-26,Technology,Ashanti,Kumasi,Government,55,Mobile App,Consulting Service,9,1707.96,0.0,15371.64,6963.09,8408.55,1,False,Pending
REC-00208,2025-02-22,Finance,Greater Accra,Accra,Individual,64,Referral,Support Package,2,800.54,0.05,1521.03,761.64,759.39,1,True,Paid
REC-00209,2025-04-20,Agriculture,Western,Takoradi,Individual,40,Website,Premium Plan,11,1876.97,0.1,18582.0,12597.63,5984.37,1,True,Pending
REC-00210,2025-06-11,Hospitality,Eastern,Koforidua,Enterprise,45,Mobile App,Support Package,3,638.27,0.0,1914.81,1037.49,877.32,5,True,Paid
REC-00211,2025-06-01,Healthcare,Northern,Tamale,Government,43,Referral,Basic Plan,11,160.06,0.0,1760.66,1114.69,645.97,5,False,Paid
REC-00212,2025-07-18,Agriculture,Eastern,Koforidua,Individual,26,Referral,Basic Plan,10,1066.64,0.15,9066.44,6370.88,2695.56,1,False,Paid
REC-00213,2025-07-23,Manufacturing,Greater Accra,Tema,Individual,21,Referral,Support Package,9,734.06,0.15,5615.56,4120.87,1494.69,5,False,Paid
REC-00214,2025-02-10,Manufacturing,Greater Accra,Accra,Enterprise,37,Phone,Training Package,9,2304.29,0.0,20738.61,13448.25,7290.36,2,False,Paid
REC-00215,2025-03-01,Finance,Greater Accra,Accra,Individual,45,Mobile App,Training Package,8,1540.43,0.0,12323.44,6955.81,5367.63,1,False,Pending
REC-00216,2025-09-22,Hospitality,Eastern,Koforidua,Individual,51,Walk-in,Consulting Service,12,666.64,0.05,7599.7,3776.78,3822.92,3,True,Paid
REC-00217,2025-10-23,Retail,Eastern,Nkawkaw,SME,63,Walk-in,Premium Plan,11,215.75,0.1,2135.93,1364.84,771.09,3,False,Refunded
REC-00218,2025-03-01,Retail,Northern,Tamale,Individual,64,Phone,Enterprise Plan,4,1858.43,0.0,7433.72,3466.3,3967.42,4,False,Paid
REC-00219,2025-12-02,Technology,Greater Accra,Tema,Individual,53,Referral,Enterprise Plan,7,580.68,0.0,4064.76,2455.18,1609.58,1,True,Paid
REC-00220,2025-09-22,Hospitality,Ashanti,Obuasi,Enterprise,32,Website,Support Package,1,2386.35,0.0,2386.35,1848.2,538.15,4,False,Paid
REC-00221,2025-10-16,Agriculture,Ashanti,Kumasi,SME,36,Mobile App,Basic Plan,5,1855.45,0.0,9277.25,5767.23,3510.02,4,False,Paid
REC-00222,2025-11-22,Manufacturing,Central,Kasoa,Individual,40,Mobile App,Support Package,12,2196.07,0.05,25035.2,11279.38,13755.82,2,False,Pending
REC-00223,2025-12-31,Manufacturing,Greater Accra,Tema,Government,27,Website,Support Package,5,255.24,0.0,1276.2,997.98,278.22,1,True,Paid
REC-00224,2025-02-08,Finance,Northern,Tamale,Enterprise,43,Walk-in,Enterprise Plan,10,1430.36,0.1,12873.24,8948.24,3925.0,4,False,Paid
REC-00225,2025-04-30,Healthcare,Western,Takoradi,Individual,35,Mobile App,Consulting Service,2,2360.3,0.0,4720.6,3486.53,1234.07,4,False,Pending
REC-00226,2025-07-03,Healthcare,Greater Accra,Accra,SME,52,Walk-in,Training Package,4,1143.49,0.1,4116.56,2256.09,1860.47,5,False,Paid
REC-00227,2025-02-16,Retail,Eastern,Nkawkaw,Enterprise,27,Mobile App,Basic Plan,12,639.34,0.05,7288.48,4348.38,2940.1,4,False,Refunded
REC-00228,2025-05-08,Retail,Northern,Tamale,SME,53,Mobile App,Consulting Service,2,1168.56,0.0,2337.12,1156.73,1180.39,3,False,Refunded
REC-00229,2025-02-08,Agriculture,Central,Cape Coast,Individual,34,Walk-in,Basic Plan,1,2492.97,0.0,2492.97,1954.3,538.67,1,False,Paid
REC-00230,2025-08-10,Manufacturing,Ashanti,Kumasi,Enterprise,54,Mobile App,Premium Plan,12,1002.62,0.0,12031.44,7117.92,4913.52,3,False,Pending
REC-00231,2025-11-11,Agriculture,Ashanti,Kumasi,Individual,20,Walk-in,Consulting Service,10,1552.02,0.05,14744.19,9356.51,5387.68,2,False,Paid
REC-00232,2025-05-08,Manufacturing,Northern,Yendi,Government,51,Referral,Consulting Service,11,2485.37,0.15,23238.21,17291.39,5946.82,3,True,Refunded
REC-00233,2025-05-19,Hospitality,Eastern,Koforidua,Government,42,Referral,Enterprise Plan,3,89.51,0.15,228.25,121.21,107.04,5,False,Paid
REC-00234,2025-12-03,Education,Greater Accra,Tema,Enterprise,33,Mobile App,Premium Plan,4,684.65,0.0,2738.6,2006.57,732.03,2,True,Paid
REC-00235,2025-07-03,Finance,Northern,Tamale,Government,62,Referral,Enterprise Plan,10,94.81,0.05,900.69,721.09,179.6,2,False,Paid
REC-00236,2025-04-30,Technology,Greater Accra,Accra,SME,21,Walk-in,Training Package,10,566.55,0.15,4815.68,3018.74,1796.94,2,False,Paid
REC-00237,2025-10-28,Technology,Greater Accra,Accra,Enterprise,27,Phone,Support Package,12,2295.13,0.0,27541.56,21019.66,6521.9,1,False,Paid
REC-00238,2025-03-22,Finance,Eastern,Nkawkaw,SME,26,Referral,Premium Plan,12,2373.02,0.1,25628.62,17688.79,7939.83,4,False,Paid
REC-00239,2025-01-01,Retail,Ashanti,Kumasi,Enterprise,29,Referral,Premium Plan,12,2373.03,0.1,25628.72,19600.33,6028.39,5,False,Pending
REC-00240,2025-02-09,Healthcare,Ashanti,Obuasi,Government,39,Website,Enterprise Plan,4,883.36,0.05,3356.77,1719.06,1637.71,2,False,Paid
REC-00241,2025-02-25,Manufacturing,Eastern,Koforidua,Government,34,Phone,Consulting Service,12,28.17,0.1,304.24,186.24,118.0,3,True,Pending
REC-00242,2025-10-23,Healthcare,Greater Accra,Accra,Enterprise,48,Website,Enterprise Plan,11,1901.65,0.0,20918.15,10672.08,10246.07,3,False,Paid
REC-00243,2025-07-12,Healthcare,Eastern,Nkawkaw,Government,28,Website,Consulting Service,3,1836.66,0.15,4683.48,3739.66,943.82,2,True,Pending
REC-00244,2025-02-21,Hospitality,Ashanti,Obuasi,Enterprise,21,Mobile App,Basic Plan,6,533.74,0.0,3202.44,1926.05,1276.39,1,False,Refunded
REC-00245,2025-03-20,Agriculture,Central,Cape Coast,Individual,49,Website,Premium Plan,1,918.05,0.1,826.25,398.6,427.65,2,False,Paid
REC-00246,2025-06-07,Manufacturing,Western,Takoradi,Enterprise,25,Phone,Enterprise Plan,7,1190.59,0.05,7917.42,3829.82,4087.6,2,False,Paid
REC-00247,2025-08-27,Finance,Eastern,Koforidua,Individual,46,Walk-in,Support Package,5,584.95,0.05,2778.51,1830.4,948.11,4,True,Paid
REC-00248,2025-07-18,Agriculture,Central,Cape Coast,Government,21,Walk-in,Basic Plan,9,1061.11,0.15,8117.49,5716.46,2401.03,4,False,Refunded
REC-00249,2025-10-20,Agriculture,Central,Cape Coast,SME,51,Mobile App,Premium Plan,11,2457.32,0.0,27030.52,13366.71,13663.81,2,False,Pending
REC-00250,2025-08-11,Hospitality,Greater Accra,Tema,Individual,61,Website,Consulting Service,4,2493.24,0.0,9972.96,7565.69,2407.27,5,False,Refunded
REC-00251,2025-09-24,Manufacturing,Eastern,Koforidua,Government,35,Mobile App,Premium Plan,8,2294.98,0.0,18359.84,13605.08,4754.76,5,True,Refunded
REC-00252,2025-10-16,Manufacturing,Greater Accra,Tema,Government,24,Phone,Support Package,2,1969.72,0.15,3348.52,2597.28,751.24,5,False,Paid
REC-00253,2025-07-26,Technology,Ashanti,Kumasi,Individual,35,Phone,Enterprise Plan,3,1555.16,0.1,4198.93,1949.77,2249.16,3,False,Paid
REC-00254,2025-05-24,Education,Eastern,Koforidua,Enterprise,37,Phone,Enterprise Plan,8,2149.13,0.0,17193.04,13923.33,3269.71,3,False,Refunded
REC-00255,2025-04-07,Technology,Northern,Tamale,SME,23,Website,Enterprise Plan,8,548.19,0.1,3946.97,2858.2,1088.77,5,False,Paid
REC-00256,2025-01-15,Education,Central,Cape Coast,Government,54,Website,Enterprise Plan,3,502.09,0.0,1506.27,1144.29,361.98,2,False,Paid
REC-00257,2025-07-23,Agriculture,Western,Tarkwa,SME,50,Phone,Support Package,11,2309.61,0.0,25405.71,13706.81,11698.9,5,False,Paid
REC-00258,2025-12-19,Education,Ashanti,Kumasi,SME,34,Mobile App,Enterprise Plan,2,730.55,0.1,1314.99,615.9,699.09,4,True,Paid
REC-00259,2025-08-31,Education,Northern,Yendi,Enterprise,18,Walk-in,Consulting Service,3,1627.24,0.15,4149.46,3096.82,1052.64,4,False,Pending
REC-00260,2025-08-27,Healthcare,Eastern,Koforidua,Enterprise,31,Referral,Training Package,5,1701.06,0.15,7229.5,4315.62,2913.88,5,True,Paid
REC-00261,2025-02-25,Hospitality,Eastern,Nkawkaw,Enterprise,61,Mobile App,Premium Plan,8,183.0,0.05,1390.8,955.51,435.29,5,False,Paid
REC-00262,2025-12-05,Hospitality,Central,Kasoa,Government,43,Phone,Consulting Service,6,1709.87,0.0,10259.22,7104.49,3154.73,1,True,Refunded
REC-00263,2025-04-24,Technology,Ashanti,Obuasi,SME,39,Referral,Premium Plan,11,1348.22,0.1,13347.38,10483.23,2864.15,3,False,Pending
REC-00264,2025-05-13,Technology,Ashanti,Kumasi,SME,65,Walk-in,Premium Plan,12,2025.65,0.0,24307.8,19455.03,4852.77,3,False,Paid
REC-00265,2025-10-27,Healthcare,Eastern,Nkawkaw,SME,34,Referral,Basic Plan,5,1172.81,0.0,5864.05,3659.74,2204.31,4,True,Paid
REC-00266,2025-03-19,Agriculture,Western,Takoradi,Enterprise,21,Mobile App,Basic Plan,3,2481.06,0.05,7071.02,4252.52,2818.5,4,False,Paid
REC-00267,2025-01-30,Finance,Eastern,Koforidua,Government,58,Website,Premium Plan,1,1143.83,0.0,1143.83,836.87,306.96,5,False,Pending
REC-00268,2025-09-02,Technology,Western,Takoradi,Enterprise,45,Referral,Premium Plan,7,36.56,0.15,217.53,113.94,103.59,1,False,Paid
REC-00269,2025-06-26,Hospitality,Ashanti,Kumasi,Individual,62,Website,Enterprise Plan,5,344.1,0.1,1548.45,985.18,563.27,3,False,Refunded
REC-00270,2025-06-22,Agriculture,Central,Kasoa,SME,51,Mobile App,Consulting Service,7,2222.74,0.0,15559.18,8974.71,6584.47,1,False,Paid
REC-00271,2025-04-19,Technology,Northern,Tamale,Government,26,Walk-in,Support Package,12,79.24,0.15,808.25,414.25,394.0,5,False,Refunded
REC-00272,2025-02-25,Manufacturing,Greater Accra,Tema,Government,60,Website,Support Package,11,2094.4,0.0,23038.4,16246.85,6791.55,3,False,Paid
REC-00273,2025-12-18,Hospitality,Ashanti,Kumasi,Government,62,Website,Support Package,11,48.03,0.1,475.5,330.38,145.12,5,False,Paid
REC-00274,2025-09-12,Education,Greater Accra,Tema,Government,24,Walk-in,Premium Plan,4,1532.28,0.05,5822.66,4411.56,1411.1,1,True,Pending
REC-00275,2025-09-04,Healthcare,Ashanti,Obuasi,SME,62,Website,Support Package,6,605.4,0.0,3632.4,2537.25,1095.15,1,False,Paid
REC-00276,2025-08-22,Finance,Northern,Tamale,Enterprise,32,Walk-in,Training Package,5,678.71,0.0,3393.55,1652.42,1741.13,3,False,Paid
REC-00277,2025-01-05,Agriculture,Greater Accra,Tema,Individual,20,Walk-in,Enterprise Plan,3,1666.8,0.0,5000.4,2858.25,2142.15,2,False,Pending
REC-00278,2025-05-20,Finance,Western,Takoradi,SME,47,Website,Premium Plan,7,1732.51,0.1,10914.81,8142.04,2772.77,1,False,Refunded
REC-00279,2025-12-14,Retail,Western,Takoradi,Government,54,Phone,Basic Plan,8,473.62,0.1,3410.06,2517.62,892.44,4,False,Paid
REC-00280,2025-12-02,Education,Greater Accra,Tema,Individual,34,Phone,Training Package,6,55.59,0.15,283.51,208.09,75.42,2,False,Paid
REC-00281,2025-11-25,Retail,Northern,Tamale,SME,61,Referral,Consulting Service,7,392.92,0.15,2337.87,1823.69,514.18,4,False,Paid
REC-00282,2025-05-04,Manufacturing,Western,Tarkwa,SME,38,Website,Consulting Service,6,2426.11,0.0,14556.66,9280.8,5275.86,4,True,Pending
REC-00283,2025-08-17,Retail,Greater Accra,Accra,Government,49,Phone,Basic Plan,6,318.8,0.1,1721.52,1249.37,472.15,5,True,Paid
REC-00284,2025-11-13,Agriculture,Greater Accra,Tema,Enterprise,56,Website,Premium Plan,11,778.88,0.15,7282.53,4792.36,2490.17,4,False,Refunded
REC-00285,2025-08-31,Education,Central,Cape Coast,Enterprise,56,Walk-in,Training Package,12,1651.49,0.1,17836.09,8778.72,9057.37,3,True,Refunded
REC-00286,2025-02-24,Manufacturing,Eastern,Koforidua,Enterprise,62,Referral,Premium Plan,1,2244.77,0.1,2020.29,1014.12,1006.17,2,False,Pending
REC-00287,2025-04-08,Healthcare,Ashanti,Obuasi,Government,47,Referral,Support Package,12,861.39,0.1,9303.01,4346.41,4956.6,2,False,Paid
REC-00288,2025-01-25,Finance,Central,Cape Coast,SME,65,Website,Consulting Service,9,2339.89,0.15,17900.16,11253.56,6646.6,5,True,Paid
REC-00289,2025-08-03,Technology,Central,Kasoa,Government,42,Mobile App,Premium Plan,10,2291.88,0.0,22918.8,12633.54,10285.26,4,True,Refunded
REC-00290,2025-10-08,Education,Eastern,Koforidua,Enterprise,62,Walk-in,Training Package,6,1786.89,0.15,9113.14,6233.9,2879.24,2,False,Refunded
REC-00291,2025-11-23,Manufacturing,Central,Kasoa,Government,62,Website,Support Package,6,1783.12,0.05,10163.78,6688.21,3475.57,1,False,Pending
REC-00292,2025-12-10,Hospitality,Ashanti,Kumasi,Individual,21,Walk-in,Premium Plan,1,519.76,0.0,519.76,423.04,96.72,5,False,Paid
REC-00293,2025-11-12,Manufacturing,Western,Takoradi,Enterprise,24,Website,Consulting Service,11,1855.24,0.0,20407.64,14789.27,5618.37,4,False,Paid
REC-00294,2025-01-07,Agriculture,Central,Cape Coast,Enterprise,21,Referral,Support Package,12,647.07,0.15,6600.11,5091.82,1508.29,5,False,Paid
REC-00295,2025-04-01,Healthcare,Eastern,Nkawkaw,Individual,46,Phone,Enterprise Plan,11,209.31,0.0,2302.41,1662.29,640.12,5,False,Paid
REC-00296,2025-05-11,Technology,Ashanti,Kumasi,Enterprise,55,Phone,Support Package,1,843.14,0.0,843.14,391.87,451.27,5,False,Paid
REC-00297,2025-09-27,Finance,Northern,Yendi,Government,38,Website,Enterprise Plan,4,2393.54,0.15,8138.04,3867.4,4270.64,2,False,Paid
REC-00298,2025-05-31,Retail,Eastern,Koforidua,Enterprise,41,Phone,Premium Plan,4,2377.01,0.15,8081.83,5223.16,2858.67,5,True,Paid
REC-00299,2025-06-14,Hospitality,Greater Accra,Accra,Enterprise,61,Referral,Support Package,7,2291.93,0.0,16043.51,9510.18,6533.33,4,False,Paid
REC-00300,2025-04-09,Retail,Eastern,Koforidua,SME,59,Mobile App,Training Package,6,1296.89,0.0,7781.34,3983.55,3797.79,4,False,Paid
REC-00301,2025-08-11,Finance,Central,Cape Coast,Government,62,Walk-in,Basic Plan,11,2046.47,0.0,22511.17,16350.98,6160.19,1,False,Paid
REC-00302,2025-10-13,Manufacturing,Ashanti,Obuasi,Government,34,Phone,Consulting Service,2,1448.03,0.0,2896.06,2279.39,616.67,3,False,Pending
REC-00303,2025-10-01,Retail,Northern,Tamale,Enterprise,25,Referral,Basic Plan,1,1612.52,0.15,1370.64,648.86,721.78,3,False,Refunded
REC-00304,2025-08-13,Education,Greater Accra,Accra,Government,36,Referral,Enterprise Plan,7,1002.91,0.0,7020.37,4390.37,2630.0,2,False,Paid
REC-00305,2025-10-12,Manufacturing,Greater Accra,Accra,Enterprise,53,Mobile App,Training Package,3,330.01,0.0,990.03,655.31,334.72,3,False,Pending
REC-00306,2025-03-14,Education,Northern,Tamale,SME,50,Referral,Basic Plan,3,480.38,0.15,1224.97,929.58,295.39,5,False,Refunded
REC-00307,2025-12-10,Agriculture,Greater Accra,Tema,Enterprise,36,Mobile App,Training Package,2,645.45,0.0,1290.9,927.47,363.43,2,False,Paid
REC-00308,2025-04-10,Hospitality,Central,Cape Coast,Enterprise,22,Walk-in,Consulting Service,6,1227.51,0.05,6996.81,4744.16,2252.65,2,False,Paid
REC-00309,2025-12-31,Finance,Ashanti,Obuasi,Government,32,Phone,Consulting Service,12,1611.08,0.05,18366.31,13973.84,4392.47,3,False,Pending
REC-00310,2025-03-31,Finance,Central,Cape Coast,Enterprise,24,Website,Training Package,11,1526.4,0.05,15950.88,12245.87,3705.01,1,False,Refunded
REC-00311,2025-10-25,Retail,Northern,Yendi,Government,19,Mobile App,Enterprise Plan,10,1027.71,0.15,8735.53,4618.66,4116.87,4,False,Refunded
REC-00312,2025-03-10,Retail,Northern,Tamale,SME,36,Referral,Premium Plan,8,1265.28,0.0,10122.24,6041.06,4081.18,4,False,Paid
REC-00313,2025-12-04,Retail,Central,Cape Coast,Government,54,Mobile App,Basic Plan,3,1846.4,0.1,4985.28,3975.74,1009.54,3,False,Paid
REC-00314,2025-04-16,Agriculture,Greater Accra,Accra,Individual,60,Walk-in,Basic Plan,9,2271.62,0.05,19422.35,11529.0,7893.35,5,False,Paid
REC-00315,2025-10-19,Healthcare,Central,Kasoa,Government,52,Mobile App,Support Package,3,957.23,0.1,2584.52,1512.36,1072.16,4,False,Paid
REC-00316,2025-11-06,Education,Western,Takoradi,Enterprise,48,Mobile App,Premium Plan,1,1267.05,0.0,1267.05,776.4,490.65,2,False,Paid
REC-00317,2025-03-02,Agriculture,Central,Kasoa,Government,63,Mobile App,Support Package,11,595.11,0.05,6218.9,4455.81,1763.09,2,False,Paid
REC-00318,2025-03-07,Retail,Ashanti,Kumasi,Individual,20,Mobile App,Enterprise Plan,10,1491.06,0.0,14910.6,10182.9,4727.7,2,True,Pending
REC-00319,2025-11-23,Education,Central,Kasoa,Government,54,Phone,Premium Plan,1,2199.31,0.05,2089.34,1672.48,416.86,2,False,Refunded
REC-00320,2025-04-04,Technology,Ashanti,Obuasi,Individual,55,Mobile App,Consulting Service,10,1657.63,0.05,15747.49,8063.61,7683.88,4,False,Paid
REC-00321,2025-09-25,Finance,Greater Accra,Tema,Individual,30,Referral,Support Package,9,1718.81,0.0,15469.29,10426.91,5042.38,1,False,Pending
REC-00322,2025-11-05,Technology,Northern,Tamale,Government,26,Mobile App,Consulting Service,9,2073.12,0.1,16792.27,10800.06,5992.21,4,False,Refunded
REC-00323,2025-10-22,Education,Northern,Tamale,Enterprise,62,Referral,Support Package,2,1078.09,0.05,2048.37,1283.39,764.98,4,False,Paid
REC-00324,2025-01-04,Education,Greater Accra,Tema,Government,63,Walk-in,Basic Plan,10,1318.29,0.15,11205.47,5072.29,6133.18,2,False,Refunded
REC-00325,2025-10-02,Manufacturing,Eastern,Koforidua,Government,34,Referral,Support Package,7,1422.56,0.15,8464.23,4671.89,3792.34,4,False,Paid
REC-00326,2025-09-05,Manufacturing,Central,Cape Coast,Individual,53,Mobile App,Consulting Service,5,2471.56,0.15,10504.13,6065.21,4438.92,2,False,Paid
REC-00327,2025-06-23,Retail,Central,Cape Coast,SME,43,Phone,Support Package,9,1544.71,0.0,13902.39,7082.89,6819.5,4,False,Paid
REC-00328,2025-07-09,Manufacturing,Eastern,Nkawkaw,Individual,32,Mobile App,Training Package,2,1532.35,0.1,2758.23,2191.01,567.22,4,False,Paid
REC-00329,2025-09-23,Education,Ashanti,Kumasi,Individual,60,Walk-in,Premium Plan,5,507.0,0.15,2154.75,1376.68,778.07,1,False,Paid
REC-00330,2025-06-30,Retail,Eastern,Koforidua,Individual,43,Referral,Enterprise Plan,11,1002.98,0.15,9377.86,4915.08,4462.78,5,True,Paid
REC-00331,2025-04-26,Retail,Eastern,Nkawkaw,SME,35,Phone,Support Package,10,2408.57,0.1,21677.13,17211.51,4465.62,1,True,Paid
REC-00332,2025-06-24,Hospitality,Central,Kasoa,Government,36,Referral,Consulting Service,2,2012.28,0.05,3823.33,2959.88,863.45,2,False,Pending
REC-00333,2025-10-28,Education,Northern,Tamale,Enterprise,47,Phone,Enterprise Plan,1,1217.88,0.05,1156.99,549.56,607.43,5,True,Paid
REC-00334,2025-05-08,Finance,Northern,Yendi,Enterprise,34,Walk-in,Premium Plan,5,255.2,0.05,1212.2,579.59,632.61,5,False,Paid
REC-00335,2025-04-08,Hospitality,Northern,Tamale,SME,61,Mobile App,Premium Plan,8,1849.35,0.0,14794.8,10683.45,4111.35,5,False,Paid
REC-00336,2025-02-10,Retail,Greater Accra,Tema,Enterprise,25,Referral,Enterprise Plan,11,2390.55,0.1,23666.45,16024.93,7641.52,4,True,Paid
REC-00337,2025-09-19,Manufacturing,Western,Tarkwa,Individual,29,Referral,Enterprise Plan,5,1009.75,0.15,4291.44,2134.78,2156.66,4,False,Pending
REC-00338,2025-09-23,Education,Greater Accra,Tema,Individual,62,Walk-in,Enterprise Plan,8,806.24,0.0,6449.92,2930.67,3519.25,5,False,Paid
REC-00339,2025-05-02,Finance,Central,Kasoa,Government,34,Mobile App,Consulting Service,5,1191.58,0.15,5064.21,2921.77,2142.44,3,False,Pending
REC-00340,2025-04-03,Healthcare,Eastern,Nkawkaw,SME,46,Referral,Consulting Service,10,349.57,0.15,2971.34,2091.3,880.04,4,False,Paid
REC-00341,2025-08-31,Technology,Northern,Yendi,Enterprise,27,Walk-in,Support Package,1,462.1,0.1,415.89,207.84,208.05,5,False,Pending
REC-00342,2025-03-25,Healthcare,Greater Accra,Tema,Enterprise,62,Walk-in,Enterprise Plan,1,558.28,0.05,530.37,332.18,198.19,3,True,Refunded
REC-00343,2025-01-11,Finance,Eastern,Nkawkaw,Enterprise,40,Walk-in,Training Package,7,325.06,0.15,1934.11,1012.73,921.38,5,False,Pending
REC-00344,2025-11-11,Technology,Greater Accra,Tema,Government,42,Website,Basic Plan,5,1172.79,0.0,5863.95,4522.6,1341.35,2,False,Paid
REC-00345,2025-12-01,Hospitality,Eastern,Nkawkaw,Enterprise,38,Referral,Support Package,5,1783.32,0.15,7579.11,5218.36,2360.75,4,False,Paid
REC-00346,2025-03-06,Healthcare,Ashanti,Kumasi,SME,19,Phone,Basic Plan,12,605.7,0.05,6904.98,5509.91,1395.07,1,False,Pending
REC-00347,2025-01-14,Finance,Central,Cape Coast,Government,21,Walk-in,Premium Plan,7,1321.86,0.0,9253.02,4519.67,4733.35,2,False,Pending
REC-00348,2025-03-09,Technology,Northern,Yendi,Government,26,Phone,Support Package,9,2100.33,0.0,18902.97,8752.21,10150.76,3,True,Pending
REC-00349,2025-10-04,Manufacturing,Ashanti,Obuasi,Enterprise,62,Phone,Support Package,3,1487.31,0.1,4015.74,2744.71,1271.03,2,False,Pending
