Date,Ticker,Company,Sector,Open,High,Low,Close,Adj_Close,Volume,Daily_Return_Pct,Market_Cap_BUSD,PE_Ratio,Dividend_Yield_Pct,Beta_5Y,RSI_14D,Sentiment_Score,ESG_Score,Analyst_Signal
2023-02-22,JNJ,Johnson & Johnson,Healthcare,157.55,159.63,155.98,158.35,155.97,3113418,0.238,410,15.6,3.1,1.38,66.15,0.533,82,HOLD
2023-02-22,JPM,JPMorgan Chase & Co.,Financials,161.75,162.3,160.63,160.7,158.29,5505480,0.27,540,11.8,2.45,0.69,54.93,0.588,71,HOLD
2023-02-22,MSFT,Microsoft Corp.,Technology,332.59,336.67,329.53,335.52,330.49,4158578,0.518,2600,33.2,0.72,1.0,64.87,0.291,85,HOLD
2023-02-22,NVDA,NVIDIA Corp.,Technology,440.97,458.17,430.24,454.77,447.95,6678792,3.899,2100,65.4,0.08,1.06,65.05,0.865,74,HOLD
2023-02-22,PFE,Pfizer Inc.,Healthcare,29.74,29.82,29.51,29.61,29.17,4857177,-0.771,170,14.1,5.4,0.9,36.91,0.269,80,BUY
2023-02-22,TSLA,Tesla Inc.,Consumer Discretionary,234.67,237.1,233.21,237.04,233.49,9824717,-0.529,780,72.3,0.0,0.73,54.49,0.815,62,HOLD
2023-02-22,XOM,Exxon Mobil Corp.,Energy,104.53,104.77,103.28,103.34,101.79,6181689,-0.749,440,12.2,3.65,0.84,42.34,0.669,58,BUY
2023-02-23,AAPL,Apple Inc.,Technology,214.74,217.07,206.16,208.4,205.28,12697374,-3.186,2800,29.5,0.55,1.1,42.21,0.67,78,BUY
2023-02-23,AMZN,Amazon.com Inc.,Consumer Discretionary,142.93,143.48,139.95,141.58,139.46,8369444,-1.202,1850,42.0,0.0,0.94,57.21,0.469,65,HOLD
2023-02-23,BAC,Bank of America Corp.,Financials,31.67,32.0,31.43,31.43,30.96,3331006,-0.689,270,10.4,2.9,0.69,79.66,0.348,69,SELL
2023-02-23,JNJ,Johnson & Johnson,Healthcare,157.91,159.36,157.25,158.81,156.43,3423912,0.294,410,15.6,3.1,0.75,36.91,0.647,82,BUY
2023-02-23,JPM,JPMorgan Chase & Co.,Financials,161.12,165.31,160.85,164.43,161.97,834192,2.324,540,11.8,2.45,0.93,46.67,0.388,71,HOLD
2023-02-23,MSFT,Microsoft Corp.,Technology,336.39,344.13,335.87,342.04,336.91,2293239,1.941,2600,33.2,0.72,1.2,65.76,0.571,85,HOLD
2023-02-23,NVDA,NVIDIA Corp.,Technology,457.37,465.45,444.36,451.02,444.26,8242036,-0.825,2100,65.4,0.08,0.82,40.29,0.461,74,BUY
2023-02-23,PFE,Pfizer Inc.,Healthcare,29.71,29.78,29.29,29.32,28.88,4757670,-0.985,170,14.1,5.4,0.73,49.84,0.71,80,HOLD
2023-02-23,TSLA,Tesla Inc.,Consumer Discretionary,233.48,242.34,230.53,239.76,236.16,10938929,1.146,780,72.3,0.0,0.95,50.04,0.589,62,HOLD
2023-02-23,XOM,Exxon Mobil Corp.,Energy,102.61,104.46,100.39,103.48,101.93,3411827,0.137,440,12.2,3.65,0.58,43.61,0.176,58,BUY
2023-02-24,AAPL,Apple Inc.,Technology,208.24,213.72,207.63,212.14,208.96,11445260,1.795,2800,29.5,0.55,1.14,40.49,0.449,78,BUY
2023-02-24,AMZN,Amazon.com Inc.,Consumer Discretionary,141.02,142.3,136.18,136.89,134.83,7206278,-3.316,1850,42.0,0.0,0.8,33.95,0.733,65,BUY
2023-02-24,BAC,Bank of America Corp.,Financials,31.44,31.94,30.46,30.73,30.27,6300958,-2.252,270,10.4,2.9,0.74,68.35,0.62,69,HOLD
2023-02-24,JNJ,Johnson & Johnson,Healthcare,158.84,160.9,158.43,160.53,158.12,3485914,1.081,410,15.6,3.1,0.8,35.7,0.602,82,BUY
2023-02-24,JPM,JPMorgan Chase & Co.,Financials,164.23,166.32,163.67,166.25,163.75,4407255,1.103,540,11.8,2.45,0.99,36.3,0.191,71,BUY
2023-02-24,MSFT,Microsoft Corp.,Technology,341.37,343.98,339.19,340.34,335.24,6887534,-0.496,2600,33.2,0.72,1.31,52.34,0.358,85,HOLD
2023-02-24,NVDA,NVIDIA Corp.,Technology,448.55,469.58,446.62,456.29,449.45,3307107,1.168,2100,65.4,0.08,1.4,32.84,0.538,74,BUY
2023-02-24,PFE,Pfizer Inc.,Healthcare,29.15,29.6,28.93,29.24,28.8,4762474,-0.291,170,14.1,5.4,0.78,64.89,0.631,80,HOLD
2023-02-24,TSLA,Tesla Inc.,Consumer Discretionary,242.45,252.19,238.37,245.93,242.24,7022260,2.575,780,72.3,0.0,0.89,45.26,0.419,62,HOLD
2023-02-24,XOM,Exxon Mobil Corp.,Energy,103.71,103.71,100.24,100.53,99.02,3853628,-2.849,440,12.2,3.65,1.14,59.19,0.299,58,HOLD
2023-02-27,AAPL,Apple Inc.,Technology,212.38,213.44,208.92,210.57,207.41,14040240,-0.74,2800,29.5,0.55,1.3,42.7,0.464,78,BUY
2023-02-27,AMZN,Amazon.com Inc.,Consumer Discretionary,137.72,137.79,132.86,134.06,132.05,12047749,-2.068,1850,42.0,0.0,1.04,41.97,0.66,65,BUY
2023-02-27,BAC,Bank of America Corp.,Financials,30.69,32.29,30.44,31.88,31.4,4314184,3.76,270,10.4,2.9,0.72,47.24,0.64,69,HOLD
2023-02-27,JNJ,Johnson & Johnson,Healthcare,159.65,161.81,159.55,161.29,158.87,5026687,0.471,410,15.6,3.1,0.79,39.38,0.42,82,BUY
2023-02-27,JPM,JPMorgan Chase & Co.,Financials,165.4,165.51,160.38,162.65,160.21,2590773,-2.163,540,11.8,2.45,0.53,33.51,0.444,71,BUY
2023-02-27,MSFT,Microsoft Corp.,Technology,340.27,345.06,336.37,341.92,336.79,2335384,0.464,2600,33.2,0.72,1.06,52.46,0.504,85,HOLD
2023-02-27,NVDA,NVIDIA Corp.,Technology,451.87,460.3,446.7,458.27,451.39,12982626,0.433,2100,65.4,0.08,1.22,78.73,0.775,74,SELL
2023-02-27,PFE,Pfizer Inc.,Healthcare,29.27,29.32,28.99,29.14,28.7,5253136,-0.343,170,14.1,5.4,0.72,32.56,0.539,80,BUY
2023-02-27,TSLA,Tesla Inc.,Consumer Discretionary,248.27,251.6,229.93,236.01,232.47,11685052,-4.034,780,72.3,0.0,0.88,63.72,0.61,62,HOLD
2023-02-27,XOM,Exxon Mobil Corp.,Energy,101.18,102.0,99.17,99.68,98.18,5091681,-0.849,440,12.2,3.65,0.96,71.14,0.599,58,SELL
2023-02-28,AAPL,Apple Inc.,Technology,212.25,213.89,211.53,211.84,208.66,9933443,0.6,2800,29.5,0.55,1.06,51.74,0.37,78,HOLD
2023-02-28,AMZN,Amazon.com Inc.,Consumer Discretionary,134.12,136.0,133.79,135.17,133.15,8493503,0.834,1850,42.0,0.0,0.96,31.39,0.912,65,BUY
2023-02-28,BAC,Bank of America Corp.,Financials,31.84,32.15,31.71,32.12,31.64,3736516,0.736,270,10.4,2.9,1.0,49.01,0.531,69,HOLD
2023-02-28,JNJ,Johnson & Johnson,Healthcare,160.6,164.22,158.34,163.25,160.8,6451296,1.216,410,15.6,3.1,0.76,55.6,0.544,82,HOLD
2023-02-28,JPM,JPMorgan Chase & Co.,Financials,163.32,166.26,163.09,165.36,162.88,3359313,1.663,540,11.8,2.45,0.94,73.13,0.583,71,SELL
2023-02-28,MSFT,Microsoft Corp.,Technology,342.46,345.77,341.49,345.23,340.05,4473877,0.967,2600,33.2,0.72,1.3,54.36,0.497,85,HOLD
2023-02-28,NVDA,NVIDIA Corp.,Technology,454.05,454.94,433.54,434.18,427.67,6044286,-5.256,2100,65.4,0.08,1.19,73.23,0.984,74,SELL
2023-02-28,PFE,Pfizer Inc.,Healthcare,29.06,29.29,28.09,28.25,27.83,5279708,-3.027,170,14.1,5.4,0.71,74.62,0.372,80,SELL
2023-02-28,TSLA,Tesla Inc.,Consumer Discretionary,237.42,238.94,234.63,235.84,232.3,4713088,-0.073,780,72.3,0.0,0.79,42.52,0.426,62,BUY
2023-02-28,XOM,Exxon Mobil Corp.,Energy,99.78,100.58,98.45,98.47,96.99,4463208,-1.211,440,12.2,3.65,0.92,33.66,0.852,58,BUY
2023-03-01,AAPL,Apple Inc.,Technology,212.72,217.73,212.55,216.77,213.52,4940365,2.328,2800,29.5,0.55,1.17,47.2,0.398,78,HOLD
2023-03-01,AMZN,Amazon.com Inc.,Consumer Discretionary,134.54,140.16,134.2,138.86,136.78,11078774,2.727,1850,42.0,0.0,0.89,53.29,0.743,65,HOLD
2023-03-01,BAC,Bank of America Corp.,Financials,32.24,32.26,31.66,32.04,31.56,4257319,-0.247,270,10.4,2.9,0.87,64.0,0.475,69,HOLD
2023-03-01,JNJ,Johnson & Johnson,Healthcare,164.17,165.1,162.18,162.42,159.98,2488126,-0.506,410,15.6,3.1,0.83,74.25,0.554,82,SELL
2023-03-01,JPM,JPMorgan Chase & Co.,Financials,166.2,166.71,164.71,165.1,162.63,3206884,-0.155,540,11.8,2.45,1.18,63.4,0.348,71,HOLD
2023-03-01,MSFT,Microsoft Corp.,Technology,341.99,344.14,338.42,343.69,338.53,3872363,-0.446,2600,33.2,0.72,1.25,45.02,0.147,85,HOLD
2023-03-01,NVDA,NVIDIA Corp.,Technology,442.86,455.22,436.14,440.24,433.64,9769088,1.395,2100,65.4,0.08,1.08,45.97,0.631,74,HOLD
2023-03-01,PFE,Pfizer Inc.,Healthcare,28.22,28.25,27.56,27.57,27.16,5002863,-2.414,170,14.1,5.4,0.85,58.37,1.0,80,HOLD
2023-03-01,TSLA,Tesla Inc.,Consumer Discretionary,232.59,242.78,228.73,238.9,235.31,17592447,1.297,780,72.3,0.0,0.84,51.07,0.52,62,HOLD
2023-03-01,XOM,Exxon Mobil Corp.,Energy,99.01,100.64,98.72,100.31,98.8,3686881,1.867,440,12.2,3.65,1.15,51.79,0.441,58,HOLD
2023-03-02,AAPL,Apple Inc.,Technology,216.78,217.92,215.27,217.73,214.46,10085785,0.443,2800,29.5,0.55,1.24,72.32,0.64,78,SELL
2023-03-02,AMZN,Amazon.com Inc.,Consumer Discretionary,138.51,146.11,137.66,145.5,143.32,8287050,4.784,1850,42.0,0.0,0.72,57.67,0.056,65,HOLD
2023-03-02,BAC,Bank of America Corp.,Financials,32.05,32.76,31.36,32.62,32.13,3764261,1.806,270,10.4,2.9,0.83,57.47,0.491,69,HOLD
2023-03-02,JNJ,Johnson & Johnson,Healthcare,162.42,163.72,161.99,162.93,160.48,6025188,0.312,410,15.6,3.1,0.65,45.99,0.467,82,HOLD
2023-03-02,JPM,JPMorgan Chase & Co.,Financials,164.55,165.04,161.34,162.89,160.45,2636229,-1.339,540,11.8,2.45,0.61,33.7,0.677,71,BUY
2023-03-02,MSFT,Microsoft Corp.,Technology,344.59,349.12,343.58,348.45,343.22,3451538,1.385,2600,33.2,0.72,1.05,74.62,0.384,85,SELL
2023-03-02,NVDA,NVIDIA Corp.,Technology,448.22,452.21,425.3,434.59,428.07,11701127,-1.284,2100,65.4,0.08,1.03,67.16,0.271,74,HOLD
2023-03-02,PFE,Pfizer Inc.,Healthcare,27.44,27.83,27.2,27.41,27.0,4160918,-0.574,170,14.1,5.4,0.88,67.7,0.807,80,HOLD
2023-03-02,TSLA,Tesla Inc.,Consumer Discretionary,239.83,246.38,235.82,238.31,234.74,7198973,-0.243,780,72.3,0.0,0.77,51.5,0.547,62,HOLD
2023-03-02,XOM,Exxon Mobil Corp.,Energy,101.01,102.18,95.83,96.23,94.79,3480921,-4.066,440,12.2,3.65,0.87,52.73,0.537,58,HOLD
2023-03-03,AAPL,Apple Inc.,Technology,219.86,222.74,217.93,222.52,219.18,4915026,2.201,2800,29.5,0.55,0.9,49.79,0.691,78,HOLD
2023-03-03,AMZN,Amazon.com Inc.,Consumer Discretionary,144.82,145.57,143.15,144.97,142.8,12757109,-0.364,1850,42.0,0.0,0.67,42.3,0.935,65,BUY
2023-03-03,BAC,Bank of America Corp.,Financials,32.54,33.75,32.19,33.73,33.23,4857136,3.43,270,10.4,2.9,1.02,72.84,0.622,69,SELL
2023-03-03,JNJ,Johnson & Johnson,Healthcare,162.24,165.92,160.77,165.31,162.83,5410999,1.461,410,15.6,3.1,0.81,43.06,0.214,82,BUY
2023-03-03,JPM,JPMorgan Chase & Co.,Financials,162.28,164.02,160.33,160.36,157.96,4142359,-1.552,540,11.8,2.45,0.69,71.52,0.569,71,SELL
2023-03-03,MSFT,Microsoft Corp.,Technology,350.53,350.82,336.79,340.12,335.02,4053130,-2.39,2600,33.2,0.72,0.98,57.21,0.574,85,HOLD
2023-03-03,NVDA,NVIDIA Corp.,Technology,433.22,441.21,401.31,404.66,398.59,6226782,-6.886,2100,65.4,0.08,0.97,51.04,0.435,74,HOLD
2023-03-03,PFE,Pfizer Inc.,Healthcare,27.33,27.95,27.22,27.59,27.18,3974301,0.646,170,14.1,5.4,0.74,33.99,0.433,80,BUY
2023-03-03,TSLA,Tesla Inc.,Consumer Discretionary,236.15,243.96,235.67,242.14,238.51,9513270,1.606,780,72.3,0.0,0.91,43.66,0.778,62,BUY
2023-03-03,XOM,Exxon Mobil Corp.,Energy,96.49,97.01,95.95,96.6,95.15,3424088,0.381,440,12.2,3.65,0.72,43.76,0.13,58,BUY
2023-03-06,AAPL,Apple Inc.,Technology,222.7,223.39,215.86,219.57,216.27,13326483,-1.326,2800,29.5,0.55,1.17,39.42,0.446,78,BUY
2023-03-06,AMZN,Amazon.com Inc.,Consumer Discretionary,145.53,149.65,144.25,146.33,144.14,13068120,0.937,1850,42.0,0.0,1.02,69.53,0.494,65,HOLD
2023-03-06,BAC,Bank of America Corp.,Financials,33.88,33.93,33.24,33.32,32.82,2904361,-1.219,270,10.4,2.9,0.7,81.19,0.677,69,SELL
2023-03-06,JNJ,Johnson & Johnson,Healthcare,165.69,166.91,163.65,164.71,162.24,1949035,-0.365,410,15.6,3.1,0.59,38.03,0.43,82,BUY
2023-03-06,JPM,JPMorgan Chase & Co.,Financials,160.14,160.8,160.02,160.78,158.36,5708396,0.256,540,11.8,2.45,1.01,41.32,0.356,71,BUY
2023-03-06,MSFT,Microsoft Corp.,Technology,340.45,341.22,337.03,337.73,332.66,4821371,-0.703,2600,33.2,0.72,0.9,64.2,0.465,85,HOLD
2023-03-06,NVDA,NVIDIA Corp.,Technology,406.81,414.62,396.03,398.98,393.0,8560006,-1.404,2100,65.4,0.08,1.04,25.82,0.758,74,STRONG_BUY
2023-03-06,PFE,Pfizer Inc.,Healthcare,27.69,28.0,27.07,27.29,26.88,3254998,-1.086,170,14.1,5.4,0.91,36.27,0.48,80,BUY
2023-03-06,TSLA,Tesla Inc.,Consumer Discretionary,240.75,245.54,234.21,235.14,231.62,8575444,-2.891,780,72.3,0.0,0.87,35.68,0.883,62,BUY
2023-03-06,XOM,Exxon Mobil Corp.,Energy,96.9,98.0,96.83,97.2,95.74,3780894,0.628,440,12.2,3.65,0.74,84.22,0.451,58,SELL
2023-03-07,AAPL,Apple Inc.,Technology,221.32,223.99,221.06,222.59,219.25,9742361,1.376,2800,29.5,0.55,0.94,56.14,0.499,78,HOLD
2023-03-07,AMZN,Amazon.com Inc.,Consumer Discretionary,148.71,149.22,144.37,145.25,143.07,10435202,-0.741,1850,42.0,0.0,0.83,41.84,0.725,65,BUY
2023-03-07,BAC,Bank of America Corp.,Financials,33.42,33.44,32.78,33.16,32.66,1298307,-0.503,270,10.4,2.9,0.93,74.39,0.479,69,SELL
2023-03-07,JNJ,Johnson & Johnson,Healthcare,164.72,166.03,164.18,166.02,163.53,5078031,0.8,410,15.6,3.1,0.76,53.35,0.578,82,HOLD
2023-03-07,JPM,JPMorgan Chase & Co.,Financials,159.57,160.83,158.34,159.79,157.39,5517489,-0.612,540,11.8,2.45,1.08,57.91,0.839,71,HOLD
2023-03-07,MSFT,Microsoft Corp.,Technology,337.93,340.72,323.95,327.4,322.49,5013054,-3.058,2600,33.2,0.72,1.23,35.03,0.67,85,BUY
2023-03-07,NVDA,NVIDIA Corp.,Technology,406.48,406.65,400.12,403.43,397.38,5984373,1.115,2100,65.4,0.08,1.11,54.25,0.494,74,HOLD
2023-03-07,PFE,Pfizer Inc.,Healthcare,27.38,27.59,26.5,26.63,26.23,1871352,-2.434,170,14.1,5.4,0.87,77.79,0.152,80,SELL
2023-03-07,TSLA,Tesla Inc.,Consumer Discretionary,235.26,238.72,232.89,237.46,233.89,10240198,0.983,780,72.3,0.0,0.73,28.59,0.741,62,STRONG_BUY
2023-03-07,XOM,Exxon Mobil Corp.,Energy,97.86,98.13,97.13,97.46,96.0,4336626,0.267,440,12.2,3.65,0.85,39.75,0.881,58,BUY
2023-03-08,AAPL,Apple Inc.,Technology,224.08,227.29,221.02,222.22,218.89,10018352,-0.166,2800,29.5,0.55,1.19,45.7,0.558,78,HOLD
2023-03-08,AMZN,Amazon.com Inc.,Consumer Discretionary,146.71,152.61,146.01,148.04,145.82,5006727,1.926,1850,42.0,0.0,0.95,53.79,0.64,65,HOLD
2023-03-08,BAC,Bank of America Corp.,Financials,33.31,34.04,33.29,33.98,33.48,3816703,2.501,270,10.4,2.9,0.73,39.74,0.753,69,BUY
2023-03-08,JNJ,Johnson & Johnson,Healthcare,165.84,167.18,165.35,167.0,164.5,3190156,0.589,410,15.6,3.1,0.97,51.18,0.536,82,HOLD
2023-03-08,JPM,JPMorgan Chase & Co.,Financials,159.58,160.63,155.03,155.24,152.91,6727679,-2.849,540,11.8,2.45,0.85,42.85,0.735,71,BUY
2023-03-08,MSFT,Microsoft Corp.,Technology,330.39,331.41,327.81,331.06,326.09,5549912,1.116,2600,33.2,0.72,1.23,21.58,0.528,85,STRONG_BUY
2023-03-08,NVDA,NVIDIA Corp.,Technology,404.09,410.32,397.85,399.17,393.19,12135756,-1.056,2100,65.4,0.08,1.13,43.79,0.578,74,BUY
2023-03-08,PFE,Pfizer Inc.,Healthcare,26.5,26.83,26.13,26.7,26.3,3876277,0.267,170,14.1,5.4,1.18,63.27,0.948,80,HOLD
2023-03-08,TSLA,Tesla Inc.,Consumer Discretionary,236.52,248.01,231.08,243.76,240.1,7742750,2.654,780,72.3,0.0,1.18,41.42,0.693,62,BUY
2023-03-08,XOM,Exxon Mobil Corp.,Energy,97.31,99.21,96.12,98.34,96.86,7315668,0.9,440,12.2,3.65,0.74,28.42,0.704,58,STRONG_BUY
2023-03-09,AAPL,Apple Inc.,Technology,222.86,224.99,213.83,216.83,213.58,7102374,-2.423,2800,29.5,0.55,1.41,55.39,0.495,78,HOLD
2023-03-09,AMZN,Amazon.com Inc.,Consumer Discretionary,147.82,153.39,146.49,152.55,150.26,5911958,3.044,1850,42.0,0.0,0.9,46.66,0.755,65,HOLD
2023-03-09,BAC,Bank of America Corp.,Financials,34.14,34.25,33.77,33.84,33.33,4349118,-0.427,270,10.4,2.9,0.95,42.13,0.548,69,BUY
2023-03-09,JNJ,Johnson & Johnson,Healthcare,168.08,168.35,166.37,166.72,164.22,4165635,-0.166,410,15.6,3.1,1.21,53.56,0.425,82,HOLD
2023-03-09,JPM,JPMorgan Chase & Co.,Financials,155.19,155.2,149.61,151.03,148.76,2384774,-2.712,540,11.8,2.45,0.83,36.6,0.398,71,BUY
2023-03-09,MSFT,Microsoft Corp.,Technology,329.56,330.78,328.45,330.2,325.24,3390688,-0.26,2600,33.2,0.72,1.15,54.74,0.685,85,HOLD
2023-03-09,NVDA,NVIDIA Corp.,Technology,403.56,406.16,368.88,371.42,365.85,4535266,-6.953,2100,65.4,0.08,1.06,45.49,0.798,74,HOLD
2023-03-09,PFE,Pfizer Inc.,Healthcare,26.92,27.08,26.76,26.83,26.43,1282128,0.499,170,14.1,5.4,1.07,58.42,0.279,80,HOLD
2023-03-09,TSLA,Tesla Inc.,Consumer Discretionary,239.93,254.59,235.63,253.42,249.62,10097735,3.965,780,72.3,0.0,0.67,70.34,0.414,62,SELL
2023-03-09,XOM,Exxon Mobil Corp.,Energy,98.82,101.08,97.53,99.98,98.48,3944236,1.672,440,12.2,3.65,0.8,43.19,0.8,58,BUY
2023-03-10,AAPL,Apple Inc.,Technology,216.91,225.63,213.49,221.52,218.2,9128625,2.163,2800,29.5,0.55,1.31,61.04,0.725,78,HOLD
2023-03-10,AMZN,Amazon.com Inc.,Consumer Discretionary,153.45,155.52,152.08,153.22,150.92,10647369,0.441,1850,42.0,0.0,1.16,39.92,0.982,65,BUY
2023-03-10,BAC,Bank of America Corp.,Financials,33.59,33.79,33.37,33.57,33.07,1577632,-0.789,270,10.4,2.9,0.86,86.96,0.79,69,SELL
2023-03-10,JNJ,Johnson & Johnson,Healthcare,167.28,168.82,165.48,167.38,164.87,2158382,0.393,410,15.6,3.1,0.75,48.12,0.786,82,HOLD
2023-03-10,JPM,JPMorgan Chase & Co.,Financials,151.48,152.19,151.14,151.94,149.66,4828019,0.606,540,11.8,2.45,0.73,56.3,0.672,71,HOLD
2023-03-10,MSFT,Microsoft Corp.,Technology,331.92,333.34,323.28,325.39,320.51,4514202,-1.457,2600,33.2,0.72,1.05,48.87,0.881,85,HOLD
2023-03-10,NVDA,NVIDIA Corp.,Technology,368.36,395.67,367.16,392.19,386.3,5792476,5.592,2100,65.4,0.08,1.05,56.44,0.479,74,HOLD
2023-03-10,PFE,Pfizer Inc.,Healthcare,26.93,27.47,26.54,27.18,26.77,3102369,1.287,170,14.1,5.4,1.25,39.36,0.502,80,BUY
2023-03-10,TSLA,Tesla Inc.,Consumer Discretionary,249.77,253.32,223.65,224.89,221.52,11012686,-11.259,780,72.3,0.0,0.7,60.89,0.519,62,HOLD
2023-03-10,XOM,Exxon Mobil Corp.,Energy,99.67,103.6,99.53,102.14,100.6,3153393,2.153,440,12.2,3.65,0.73,39.61,0.663,58,BUY
2023-03-13,AAPL,Apple Inc.,Technology,221.11,224.56,217.02,219.88,216.58,13101222,-0.741,2800,29.5,0.55,0.77,54.8,0.525,78,HOLD
2023-03-13,AMZN,Amazon.com Inc.,Consumer Discretionary,153.53,154.46,150.69,151.06,148.79,15238648,-1.413,1850,42.0,0.0,0.82,22.64,0.536,65,STRONG_BUY
2023-03-13,BAC,Bank of America Corp.,Financials,32.97,34.45,32.84,34.32,33.8,2482058,2.223,270,10.4,2.9,0.93,49.91,0.572,69,HOLD
2023-03-13,JNJ,Johnson & Johnson,Healthcare,166.62,168.67,166.56,168.2,165.68,5393406,0.492,410,15.6,3.1,0.99,67.59,0.446,82,HOLD
2023-03-13,JPM,JPMorgan Chase & Co.,Financials,152.57,157.84,149.91,155.96,153.62,4135346,2.643,540,11.8,2.45,0.73,50.25,0.492,71,HOLD
2023-03-13,MSFT,Microsoft Corp.,Technology,324.92,329.1,313.73,315.7,310.97,5470154,-2.976,2600,33.2,0.72,1.23,58.0,0.394,85,HOLD
2023-03-13,NVDA,NVIDIA Corp.,Technology,391.09,392.05,371.14,377.29,371.63,10049854,-3.8,2100,65.4,0.08,1.06,56.95,0.266,74,HOLD
2023-03-13,PFE,Pfizer Inc.,Healthcare,27.26,27.84,27.22,27.78,27.36,4771647,2.213,170,14.1,5.4,0.96,46.24,0.53,80,HOLD
2023-03-13,TSLA,Tesla Inc.,Consumer Discretionary,226.98,227.37,217.61,220.73,217.42,12808286,-1.85,780,72.3,0.0,0.77,47.04,0.843,62,HOLD
2023-03-13,XOM,Exxon Mobil Corp.,Energy,101.87,102.89,100.32,100.45,98.94,5408202,-1.652,440,12.2,3.65,0.79,45.36,0.584,58,HOLD
2023-03-14,AAPL,Apple Inc.,Technology,218.24,229.89,218.13,226.42,223.02,11344229,2.972,2800,29.5,0.55,1.09,23.06,0.544,78,STRONG_BUY
2023-03-14,AMZN,Amazon.com Inc.,Consumer Discretionary,151.43,151.87,145.36,145.47,143.28,9241105,-3.703,1850,42.0,0.0,0.85,59.03,0.497,65,HOLD
2023-03-14,BAC,Bank of America Corp.,Financials,34.33,34.49,33.32,33.75,33.24,5757204,-1.672,270,10.4,2.9,0.82,34.25,0.46,69,BUY
2023-03-14,JNJ,Johnson & Johnson,Healthcare,168.04,168.75,166.62,167.1,164.6,3992850,-0.654,410,15.6,3.1,0.58,62.99,0.622,82,HOLD
2023-03-14,JPM,JPMorgan Chase & Co.,Financials,156.05,157.13,152.94,153.64,151.33,679676,-1.489,540,11.8,2.45,0.73,56.13,0.918,71,HOLD
2023-03-14,MSFT,Microsoft Corp.,Technology,315.45,315.62,312.37,315.3,310.57,2701705,-0.127,2600,33.2,0.72,1.18,65.65,0.593,85,HOLD
2023-03-14,NVDA,NVIDIA Corp.,Technology,379.8,387.88,369.45,380.16,374.45,10708150,0.761,2100,65.4,0.08,1.37,41.74,0.844,74,BUY
2023-03-14,PFE,Pfizer Inc.,Healthcare,27.61,27.99,26.62,26.95,26.55,4092104,-2.975,170,14.1,5.4,0.81,49.76,0.849,80,HOLD
2023-03-14,TSLA,Tesla Inc.,Consumer Discretionary,221.69,240.19,220.43,229.96,226.51,8578897,4.179,780,72.3,0.0,0.88,65.22,0.647,62,HOLD
2023-03-14,XOM,Exxon Mobil Corp.,Energy,100.18,105.07,99.45,104.41,102.85,3804566,3.948,440,12.2,3.65,0.64,55.44,0.659,58,HOLD
2023-03-15,AAPL,Apple Inc.,Technology,226.32,228.57,225.01,226.01,222.62,12615788,-0.181,2800,29.5,0.55,1.05,80.77,0.498,78,SELL
2023-03-15,AMZN,Amazon.com Inc.,Consumer Discretionary,146.15,146.41,144.23,144.58,142.41,10097195,-0.611,1850,42.0,0.0,0.95,61.71,0.564,65,HOLD
2023-03-15,BAC,Bank of America Corp.,Financials,33.75,34.09,32.52,33.08,32.59,4399559,-1.968,270,10.4,2.9,0.79,44.39,0.575,69,BUY
2023-03-15,JNJ,Johnson & Johnson,Healthcare,167.39,167.44,166.8,166.87,164.37,4829937,-0.137,410,15.6,3.1,1.05,72.43,0.805,82,SELL
2023-03-15,JPM,JPMorgan Chase & Co.,Financials,154.35,155.05,153.69,154.61,152.29,4806266,0.636,540,11.8,2.45,0.91,67.71,0.523,71,HOLD
2023-03-15,MSFT,Microsoft Corp.,Technology,319.37,323.99,316.97,318.72,313.94,6063678,1.085,2600,33.2,0.72,1.13,64.4,0.487,85,HOLD
2023-03-15,NVDA,NVIDIA Corp.,Technology,381.16,382.08,369.11,376.68,371.03,9187547,-0.916,2100,65.4,0.08,1.07,62.25,0.76,74,HOLD
2023-03-15,PFE,Pfizer Inc.,Healthcare,27.01,27.43,26.98,27.28,26.87,6466345,1.222,170,14.1,5.4,0.97,45.32,0.77,80,HOLD
2023-03-15,TSLA,Tesla Inc.,Consumer Discretionary,231.58,238.04,230.88,236.75,233.2,5565300,2.955,780,72.3,0.0,0.68,54.56,0.513,62,HOLD
2023-03-15,XOM,Exxon Mobil Corp.,Energy,104.02,104.91,102.38,102.62,101.08,4099994,-1.722,440,12.2,3.65,0.97,73.46,0.512,58,SELL
2023-03-16,AAPL,Apple Inc.,Technology,225.04,225.25,221.85,223.94,220.58,8062227,-0.914,2800,29.5,0.55,1.11,79.51,0.334,78,SELL
2023-03-16,AMZN,Amazon.com Inc.,Consumer Discretionary,145.82,146.95,142.87,145.97,143.78,14566921,0.965,1850,42.0,0.0,0.89,51.27,0.574,65,HOLD
2023-03-16,BAC,Bank of America Corp.,Financials,33.18,33.19,32.97,33.04,32.54,4081718,-0.138,270,10.4,2.9,0.54,47.2,0.441,69,HOLD
2023-03-16,JNJ,Johnson & Johnson,Healthcare,166.89,168.28,166.22,167.48,164.96,3567307,0.361,410,15.6,3.1,0.72,51.51,0.623,82,HOLD
2023-03-16,JPM,JPMorgan Chase & Co.,Financials,154.27,156.29,152.8,155.38,153.05,2739060,0.494,540,11.8,2.45,0.99,67.12,0.376,71,HOLD
