Transaction_ID,Date,Region,Account_Type,Transaction_Type,Category,Amount,Payment_Method,Status,Currency,Month,Day_of_Week
TXN00237,2024-06-21,Northern,Personal,Expense,Healthcare,808.47,Debit Card,Completed,GHS,2024-06,Friday
TXN00238,2024-06-22,Ashanti,Personal,Income,Salary,7447.0,Mobile Money,Completed,GHS,2024-06,Saturday
TXN00239,2024-06-22,Central,Personal,Income,Salary,8226.79,Bank Transfer,Completed,GHS,2024-06,Saturday
TXN00240,2024-06-23,Eastern,Personal,Expense,Food,773.31,Debit Card,Pending,GHS,2024-06,Sunday
TXN00241,2024-06-24,Northern,Business,Expense,Healthcare,1429.53,Cash,Completed,GHS,2024-06,Monday
TXN00242,2024-06-25,Greater Accra,Business,Expense,Entertainment,147.1,Cash,Completed,GHS,2024-06,Tuesday
TXN00243,2024-06-25,Western,Business,Expense,Education,622.13,Debit Card,Completed,GHS,2024-06,Tuesday
TXN00244,2024-06-26,Ashanti,Personal,Expense,Healthcare,705.06,Bank Transfer,Pending,GHS,2024-06,Wednesday
TXN00245,2024-06-27,Central,Personal,Expense,Food,148.91,Mobile Money,Completed,GHS,2024-06,Thursday
TXN00246,2024-06-28,Northern,Personal,Expense,Utilities,456.69,Bank Transfer,Failed,GHS,2024-06,Friday
TXN00247,2024-06-28,Greater Accra,Personal,Expense,Utilities,367.47,Cash,Pending,GHS,2024-06,Friday
TXN00248,2024-06-29,Central,Personal,Expense,Healthcare,538.98,Bank Transfer,Completed,GHS,2024-06,Saturday
TXN00249,2024-06-30,Northern,Personal,Expense,Utilities,320.17,Bank Transfer,Completed,GHS,2024-06,Sunday
TXN00250,2024-06-30,Central,Personal,Expense,Entertainment,76.85,Mobile Money,Completed,GHS,2024-06,Sunday
TXN00251,2024-07-01,Northern,Personal,Expense,Transport,186.51,Mobile Money,Completed,GHS,2024-07,Monday
TXN00252,2024-07-02,Northern,Personal,Expense,Utilities,300.14,Cash,Failed,GHS,2024-07,Tuesday
TXN00253,2024-07-03,Ashanti,Personal,Expense,Education,423.91,Mobile Money,Pending,GHS,2024-07,Wednesday
TXN00254,2024-07-03,Northern,Personal,Expense,Entertainment,562.95,Mobile Money,Failed,GHS,2024-07,Wednesday
TXN00255,2024-07-04,Northern,Personal,Expense,Education,562.95,Mobile Money,Completed,GHS,2024-07,Thursday
TXN00256,2024-07-05,Eastern,Business,Expense,Shopping,1114.85,Debit Card,Pending,GHS,2024-07,Friday
TXN00257,2024-07-06,Central,Personal,Expense,Transport,199.26,Bank Transfer,Completed,GHS,2024-07,Saturday
TXN00258,2024-07-06,Eastern,Business,Expense,Utilities,368.32,Bank Transfer,Completed,GHS,2024-07,Saturday
TXN00259,2024-07-07,Eastern,Business,Expense,Rent,1660.29,Bank Transfer,Completed,GHS,2024-07,Sunday
TXN00260,2024-07-08,Northern,Business,Expense,Entertainment,386.76,Debit Card,Pending,GHS,2024-07,Monday
TXN00261,2024-07-08,Western,Personal,Expense,Transport,40.76,Bank Transfer,Pending,GHS,2024-07,Monday
TXN00262,2024-07-09,Central,Business,Income,Business,4450.98,Cash,Completed,GHS,2024-07,Tuesday
TXN00263,2024-07-10,Western,Business,Expense,Education,432.19,Debit Card,Failed,GHS,2024-07,Wednesday
TXN00264,2024-07-11,Greater Accra,Personal,Income,Salary,3641.97,Bank Transfer,Pending,GHS,2024-07,Thursday
TXN00265,2024-07-11,Northern,Business,Expense,Utilities,287.09,Bank Transfer,Failed,GHS,2024-07,Thursday
TXN00266,2024-07-12,Western,Personal,Expense,Healthcare,578.96,Bank Transfer,Completed,GHS,2024-07,Friday
TXN00267,2024-07-13,Greater Accra,Personal,Income,Business,1346.68,Bank Transfer,Failed,GHS,2024-07,Saturday
TXN00268,2024-07-14,Eastern,Personal,Expense,Transport,77.49,Mobile Money,Completed,GHS,2024-07,Sunday
TXN00269,2024-07-14,Eastern,Personal,Expense,Food,205.1,Mobile Money,Failed,GHS,2024-07,Sunday
TXN00270,2024-07-15,Western,Personal,Expense,Utilities,216.77,Debit Card,Failed,GHS,2024-07,Monday
TXN00271,2024-07-16,Northern,Personal,Income,Business,2491.48,Bank Transfer,Failed,GHS,2024-07,Tuesday
TXN00272,2024-07-17,Greater Accra,Personal,Income,Salary,6444.21,Debit Card,Failed,GHS,2024-07,Wednesday
TXN00273,2024-07-17,Eastern,Personal,Expense,Shopping,1729.26,Bank Transfer,Completed,GHS,2024-07,Wednesday
TXN00274,2024-07-18,Ashanti,Personal,Expense,Shopping,221.64,Cash,Pending,GHS,2024-07,Thursday
TXN00275,2024-07-19,Central,Personal,Expense,Shopping,1124.64,Debit Card,Failed,GHS,2024-07,Friday
TXN00276,2024-07-19,Greater Accra,Personal,Income,Salary,7122.81,Mobile Money,Failed,GHS,2024-07,Friday
TXN00277,2024-07-20,Central,Business,Income,Business,2518.35,Mobile Money,Completed,GHS,2024-07,Saturday
TXN00278,2024-07-21,Central,Personal,Expense,Food,720.36,Debit Card,Completed,GHS,2024-07,Sunday
TXN00279,2024-07-22,Western,Personal,Income,Salary,3709.12,Debit Card,Completed,GHS,2024-07,Monday
TXN00280,2024-07-22,Ashanti,Personal,Income,Business,5425.05,Cash,Pending,GHS,2024-07,Monday
TXN00281,2024-07-23,Western,Personal,Expense,Entertainment,154.08,Mobile Money,Completed,GHS,2024-07,Tuesday
TXN00282,2024-07-24,Greater Accra,Business,Income,Salary,8823.23,Debit Card,Completed,GHS,2024-07,Wednesday
TXN00283,2024-07-25,Greater Accra,Business,Expense,Healthcare,1173.22,Mobile Money,Completed,GHS,2024-07,Thursday
TXN00284,2024-07-25,Ashanti,Personal,Income,Salary,6108.85,Mobile Money,Pending,GHS,2024-07,Thursday
TXN00285,2024-07-26,Ashanti,Personal,Income,Salary,4109.44,Mobile Money,Completed,GHS,2024-07,Friday
TXN00286,2024-07-27,Eastern,Personal,Expense,Transport,106.93,Bank Transfer,Completed,GHS,2024-07,Saturday
TXN00287,2024-07-27,Northern,Business,Expense,Entertainment,221.56,Debit Card,Completed,GHS,2024-07,Saturday
TXN00288,2024-07-28,Northern,Business,Expense,Healthcare,370.54,Debit Card,Pending,GHS,2024-07,Sunday
TXN00289,2024-07-29,Greater Accra,Business,Expense,Transport,384.0,Bank Transfer,Completed,GHS,2024-07,Monday
TXN00290,2024-07-30,Ashanti,Personal,Expense,Entertainment,91.55,Mobile Money,Pending,GHS,2024-07,Tuesday
TXN00291,2024-07-30,Western,Personal,Expense,Rent,2098.76,Mobile Money,Failed,GHS,2024-07,Tuesday
TXN00292,2024-07-31,Central,Personal,Expense,Healthcare,1321.85,Mobile Money,Completed,GHS,2024-07,Wednesday
TXN00293,2024-08-01,Western,Personal,Expense,Shopping,536.33,Debit Card,Completed,GHS,2024-08,Thursday
TXN00294,2024-08-02,Western,Personal,Expense,Education,1648.72,Mobile Money,Failed,GHS,2024-08,Friday
TXN00295,2024-08-02,Ashanti,Personal,Expense,Rent,2665.71,Debit Card,Completed,GHS,2024-08,Friday
TXN00296,2024-08-03,Western,Business,Expense,Transport,183.66,Mobile Money,Completed,GHS,2024-08,Saturday
TXN00297,2024-08-04,Eastern,Business,Expense,Transport,240.85,Bank Transfer,Completed,GHS,2024-08,Sunday
TXN00298,2024-08-05,Central,Personal,Expense,Utilities,517.37,Bank Transfer,Pending,GHS,2024-08,Monday
TXN00299,2024-08-05,Eastern,Personal,Income,Salary,6735.11,Debit Card,Failed,GHS,2024-08,Monday
TXN00300,2024-08-06,Northern,Personal,Expense,Rent,2033.45,Mobile Money,Completed,GHS,2024-08,Tuesday
TXN00301,2024-08-07,Northern,Personal,Expense,Shopping,921.95,Debit Card,Pending,GHS,2024-08,Wednesday
TXN00302,2024-08-07,Western,Personal,Expense,Entertainment,558.37,Bank Transfer,Completed,GHS,2024-08,Wednesday
TXN00303,2024-08-08,Western,Business,Income,Salary,4713.37,Debit Card,Completed,GHS,2024-08,Thursday
TXN00304,2024-08-09,Eastern,Personal,Expense,Entertainment,312.24,Bank Transfer,Pending,GHS,2024-08,Friday
TXN00305,2024-08-10,Greater Accra,Personal,Expense,Healthcare,902.27,Cash,Completed,GHS,2024-08,Saturday
TXN00306,2024-08-10,Central,Personal,Income,Salary,8074.33,Cash,Completed,GHS,2024-08,Saturday
TXN00307,2024-08-11,Western,Personal,Expense,Food,389.35,Mobile Money,Pending,GHS,2024-08,Sunday
TXN00308,2024-08-12,Northern,Personal,Expense,Utilities,389.78,Bank Transfer,Completed,GHS,2024-08,Monday
TXN00309,2024-08-13,Greater Accra,Personal,Expense,Education,113.36,Mobile Money,Pending,GHS,2024-08,Tuesday
TXN00310,2024-08-13,Central,Personal,Income,Business,3832.36,Bank Transfer,Pending,GHS,2024-08,Tuesday
TXN00311,2024-08-14,Ashanti,Personal,Expense,Transport,399.95,Debit Card,Completed,GHS,2024-08,Wednesday
TXN00312,2024-08-15,Eastern,Personal,Expense,Transport,103.5,Bank Transfer,Completed,GHS,2024-08,Thursday
TXN00313,2024-08-15,Western,Personal,Expense,Transport,178.14,Cash,Completed,GHS,2024-08,Thursday
TXN00314,2024-08-16,Central,Personal,Expense,Rent,1081.57,Mobile Money,Completed,GHS,2024-08,Friday
TXN00315,2024-08-17,Ashanti,Personal,Income,Business,1869.79,Bank Transfer,Completed,GHS,2024-08,Saturday
TXN00316,2024-08-18,Greater Accra,Personal,Expense,Healthcare,556.78,Debit Card,Completed,GHS,2024-08,Sunday
TXN00317,2024-08-18,Central,Personal,Expense,Entertainment,395.22,Mobile Money,Completed,GHS,2024-08,Sunday
TXN00318,2024-08-19,Northern,Personal,Expense,Entertainment,394.17,Debit Card,Completed,GHS,2024-08,Monday
TXN00319,2024-08-20,Ashanti,Personal,Income,Business,6099.85,Cash,Completed,GHS,2024-08,Tuesday
TXN00320,2024-08-21,Northern,Business,Expense,Rent,937.0,Mobile Money,Completed,GHS,2024-08,Wednesday
TXN00321,2024-08-21,Eastern,Personal,Expense,Food,266.21,Debit Card,Pending,GHS,2024-08,Wednesday
TXN00322,2024-08-22,Northern,Personal,Expense,Food,712.04,Bank Transfer,Failed,GHS,2024-08,Thursday
TXN00323,2024-08-23,Ashanti,Personal,Income,Business,5632.07,Mobile Money,Pending,GHS,2024-08,Friday
TXN00324,2024-08-24,Eastern,Personal,Expense,Rent,1032.04,Mobile Money,Completed,GHS,2024-08,Saturday
TXN00325,2024-08-24,Ashanti,Personal,Income,Business,2222.6,Mobile Money,Completed,GHS,2024-08,Saturday
TXN00326,2024-08-25,Northern,Personal,Expense,Healthcare,1206.98,Bank Transfer,Pending,GHS,2024-08,Sunday
TXN00327,2024-08-26,Central,Business,Income,Salary,6874.1,Bank Transfer,Completed,GHS,2024-08,Monday
TXN00328,2024-08-26,Eastern,Business,Income,Salary,5500.31,Bank Transfer,Completed,GHS,2024-08,Monday
TXN00329,2024-08-27,Greater Accra,Personal,Expense,Shopping,934.11,Cash,Failed,GHS,2024-08,Tuesday
TXN00330,2024-08-28,Ashanti,Personal,Expense,Transport,498.63,Bank Transfer,Completed,GHS,2024-08,Wednesday
TXN00331,2024-08-29,Eastern,Business,Income,Salary,3661.5,Bank Transfer,Failed,GHS,2024-08,Thursday
TXN00332,2024-08-29,Northern,Personal,Expense,Transport,169.35,Debit Card,Pending,GHS,2024-08,Thursday
TXN00333,2024-08-30,Greater Accra,Personal,Income,Business,4910.01,Mobile Money,Completed,GHS,2024-08,Friday
TXN00334,2024-08-31,Eastern,Business,Expense,Rent,1337.55,Bank Transfer,Failed,GHS,2024-08,Saturday
TXN00335,2024-09-01,Ashanti,Personal,Income,Business,5438.03,Debit Card,Completed,GHS,2024-09,Sunday
TXN00336,2024-09-01,Western,Personal,Expense,Utilities,687.46,Debit Card,Completed,GHS,2024-09,Sunday
TXN00337,2024-09-02,Northern,Business,Expense,Entertainment,76.66,Bank Transfer,Completed,GHS,2024-09,Monday
TXN00338,2024-09-03,Central,Personal,Expense,Rent,1471.68,Bank Transfer,Pending,GHS,2024-09,Tuesday
TXN00339,2024-09-03,Western,Personal,Expense,Shopping,1390.61,Cash,Completed,GHS,2024-09,Tuesday
TXN00340,2024-09-04,Western,Personal,Expense,Entertainment,405.5,Mobile Money,Pending,GHS,2024-09,Wednesday
TXN00341,2024-09-05,Northern,Personal,Income,Salary,5770.19,Bank Transfer,Completed,GHS,2024-09,Thursday
TXN00342,2024-09-06,Northern,Business,Income,Salary,7392.29,Debit Card,Completed,GHS,2024-09,Friday
TXN00343,2024-09-06,Greater Accra,Personal,Income,Business,4728.07,Debit Card,Pending,GHS,2024-09,Friday
TXN00344,2024-09-07,Central,Personal,Expense,Utilities,231.07,Bank Transfer,Completed,GHS,2024-09,Saturday
TXN00345,2024-09-08,Western,Personal,Expense,Utilities,280.76,Bank Transfer,Completed,GHS,2024-09,Sunday
TXN00346,2024-09-09,Greater Accra,Personal,Income,Business,6113.58,Bank Transfer,Failed,GHS,2024-09,Monday
TXN00347,2024-09-09,Western,Business,Expense,Transport,231.72,Cash,Failed,GHS,2024-09,Monday
TXN00348,2024-09-10,Greater Accra,Personal,Expense,Shopping,1098.21,Mobile Money,Completed,GHS,2024-09,Tuesday
TXN00349,2024-09-11,Greater Accra,Personal,Expense,Shopping,1588.21,Debit Card,Pending,GHS,2024-09,Wednesday
TXN00350,2024-09-12,Western,Business,Expense,Utilities,182.51,Mobile Money,Failed,GHS,2024-09,Thursday
TXN00351,2024-09-12,Eastern,Personal,Expense,Healthcare,1068.82,Bank Transfer,Pending,GHS,2024-09,Thursday
TXN00352,2024-09-13,Ashanti,Personal,Expense,Utilities,491.33,Mobile Money,Completed,GHS,2024-09,Friday
TXN00353,2024-09-14,Greater Accra,Personal,Expense,Healthcare,152.85,Bank Transfer,Completed,GHS,2024-09,Saturday
TXN00354,2024-09-14,Greater Accra,Personal,Expense,Food,418.14,Mobile Money,Completed,GHS,2024-09,Saturday
TXN00355,2024-09-15,Central,Personal,Expense,Utilities,454.52,Bank Transfer,Completed,GHS,2024-09,Sunday
TXN00356,2024-09-16,Central,Personal,Expense,Transport,247.54,Mobile Money,Completed,GHS,2024-09,Monday
TXN00357,2024-09-17,Greater Accra,Personal,Expense,Transport,413.84,Bank Transfer,Completed,GHS,2024-09,Tuesday
TXN00358,2024-09-17,Western,Personal,Expense,Healthcare,93.02,Mobile Money,Failed,GHS,2024-09,Tuesday
TXN00359,2024-09-18,Central,Personal,Expense,Utilities,346.61,Mobile Money,Completed,GHS,2024-09,Wednesday
TXN00360,2024-09-19,Greater Accra,Personal,Income,Business,5927.19,Bank Transfer,Failed,GHS,2024-09,Thursday
TXN00361,2024-09-20,Ashanti,Personal,Income,Salary,8293.79,Mobile Money,Pending,GHS,2024-09,Friday
TXN00362,2024-09-20,Eastern,Business,Income,Salary,5804.21,Mobile Money,Completed,GHS,2024-09,Friday
TXN00363,2024-09-21,Greater Accra,Personal,Income,Business,5011.44,Cash,Failed,GHS,2024-09,Saturday
TXN00364,2024-09-22,Greater Accra,Personal,Expense,Healthcare,1374.27,Bank Transfer,Completed,GHS,2024-09,Sunday
TXN00365,2024-09-22,Northern,Personal,Expense,Rent,2623.84,Bank Transfer,Pending,GHS,2024-09,Sunday
TXN00366,2024-09-23,Ashanti,Business,Expense,Utilities,446.32,Debit Card,Completed,GHS,2024-09,Monday
TXN00367,2024-09-24,Northern,Business,Expense,Entertainment,596.55,Mobile Money,Failed,GHS,2024-09,Tuesday
TXN00368,2024-09-25,Eastern,Personal,Expense,Transport,400.82,Mobile Money,Completed,GHS,2024-09,Wednesday
TXN00369,2024-09-25,Western,Personal,Income,Business,3585.91,Mobile Money,Completed,GHS,2024-09,Wednesday
TXN00370,2024-09-26,Ashanti,Personal,Expense,Utilities,415.49,Mobile Money,Pending,GHS,2024-09,Thursday
TXN00371,2024-09-27,Western,Personal,Expense,Education,1898.62,Mobile Money,Pending,GHS,2024-09,Friday
TXN00372,2024-09-28,Western,Personal,Expense,Transport,402.11,Debit Card,Failed,GHS,2024-09,Saturday
TXN00373,2024-09-28,Northern,Personal,Expense,Shopping,1065.39,Debit Card,Failed,GHS,2024-09,Saturday
TXN00374,2024-09-29,Western,Business,Expense,Food,783.77,Mobile Money,Completed,GHS,2024-09,Sunday
TXN00375,2024-09-30,Western,Personal,Income,Business,3484.9,Debit Card,Failed,GHS,2024-09,Monday
TXN00376,2024-10-01,Ashanti,Personal,Income,Business,1696.83,Mobile Money,Pending,GHS,2024-10,Tuesday
TXN00377,2024-10-01,Western,Business,Expense,Rent,994.04,Mobile Money,Failed,GHS,2024-10,Tuesday
TXN00378,2024-10-02,Greater Accra,Personal,Expense,Education,1962.21,Mobile Money,Failed,GHS,2024-10,Wednesday
TXN00379,2024-10-03,Central,Personal,Expense,Utilities,281.4,Bank Transfer,Pending,GHS,2024-10,Thursday
TXN00380,2024-10-03,Greater Accra,Personal,Expense,Shopping,1003.45,Bank Transfer,Completed,GHS,2024-10,Thursday
TXN00381,2024-10-04,Central,Business,Expense,Shopping,412.79,Cash,Completed,GHS,2024-10,Friday
TXN00382,2024-10-05,Eastern,Business,Expense,Utilities,538.49,Debit Card,Completed,GHS,2024-10,Saturday
TXN00383,2024-10-06,Northern,Personal,Expense,Healthcare,918.72,Cash,Failed,GHS,2024-10,Sunday
TXN00384,2024-10-06,Eastern,Personal,Expense,Rent,927.03,Bank Transfer,Completed,GHS,2024-10,Sunday
TXN00385,2024-10-07,Eastern,Business,Expense,Rent,1006.08,Mobile Money,Completed,GHS,2024-10,Monday
TXN00386,2024-10-08,Western,Personal,Expense,Rent,2037.97,Mobile Money,Completed,GHS,2024-10,Tuesday
TXN00387,2024-10-09,Eastern,Business,Expense,Shopping,847.96,Debit Card,Pending,GHS,2024-10,Wednesday
TXN00388,2024-10-09,Eastern,Personal,Expense,Utilities,697.67,Mobile Money,Completed,GHS,2024-10,Wednesday
TXN00389,2024-10-10,Western,Personal,Income,Salary,8359.06,Cash,Failed,GHS,2024-10,Thursday
TXN00390,2024-10-11,Central,Personal,Income,Salary,6122.64,Cash,Completed,GHS,2024-10,Friday
TXN00391,2024-10-11,Ashanti,Personal,Expense,Transport,198.6,Debit Card,Completed,GHS,2024-10,Friday
TXN00392,2024-10-12,Ashanti,Business,Income,Business,2203.91,Bank Transfer,Completed,GHS,2024-10,Saturday
TXN00393,2024-10-13,Central,Personal,Expense,Shopping,1345.83,Cash,Pending,GHS,2024-10,Sunday
TXN00394,2024-10-14,Ashanti,Personal,Expense,Education,1707.25,Mobile Money,Completed,GHS,2024-10,Monday
TXN00395,2024-10-14,Northern,Personal,Expense,Utilities,344.26,Mobile Money,Pending,GHS,2024-10,Monday
TXN00396,2024-10-15,Western,Personal,Expense,Entertainment,34.08,Bank Transfer,Completed,GHS,2024-10,Tuesday
TXN00397,2024-10-16,Eastern,Personal,Expense,Education,1443.46,Debit Card,Pending,GHS,2024-10,Wednesday
TXN00398,2024-10-17,Northern,Personal,Expense,Utilities,275.51,Bank Transfer,Failed,GHS,2024-10,Thursday
TXN00399,2024-10-17,Central,Personal,Expense,Rent,1282.4,Mobile Money,Completed,GHS,2024-10,Thursday
TXN00400,2024-10-18,Northern,Personal,Expense,Food,598.25,Debit Card,Pending,GHS,2024-10,Friday
TXN00401,2024-10-19,Northern,Business,Expense,Rent,1818.98,Debit Card,Pending,GHS,2024-10,Saturday
TXN00402,2024-10-20,Northern,Business,Expense,Education,615.68,Debit Card,Completed,GHS,2024-10,Sunday
TXN00403,2024-10-20,Greater Accra,Personal,Expense,Utilities,161.65,Bank Transfer,Completed,GHS,2024-10,Sunday
TXN00404,2024-10-21,Central,Business,Expense,Shopping,56.68,Bank Transfer,Pending,GHS,2024-10,Monday
TXN00405,2024-10-22,Western,Business,Expense,Transport,157.08,Mobile Money,Completed,GHS,2024-10,Tuesday
TXN00406,2024-10-22,Eastern,Personal,Expense,Utilities,645.97,Bank Transfer,Completed,GHS,2024-10,Tuesday
TXN00407,2024-10-23,Ashanti,Personal,Income,Business,6065.49,Bank Transfer,Completed,GHS,2024-10,Wednesday
TXN00408,2024-10-24,Greater Accra,Personal,Income,Business,5566.23,Cash,Completed,GHS,2024-10,Thursday
TXN00409,2024-10-25,Ashanti,Personal,Expense,Education,1323.88,Mobile Money,Pending,GHS,2024-10,Friday
TXN00410,2024-10-25,Northern,Business,Expense,Utilities,166.59,Bank Transfer,Completed,GHS,2024-10,Friday
TXN00411,2024-10-26,Ashanti,Personal,Expense,Rent,1714.75,Debit Card,Completed,GHS,2024-10,Saturday
TXN00412,2024-10-27,Central,Personal,Expense,Entertainment,563.48,Mobile Money,Pending,GHS,2024-10,Sunday
TXN00413,2024-10-28,Central,Personal,Expense,Transport,333.07,Mobile Money,Completed,GHS,2024-10,Monday
TXN00414,2024-10-28,Greater Accra,Business,Expense,Transport,202.86,Debit Card,Failed,GHS,2024-10,Monday
TXN00415,2024-10-29,Central,Business,Expense,Shopping,75.71,Debit Card,Completed,GHS,2024-10,Tuesday
TXN00416,2024-10-30,Northern,Personal,Expense,Utilities,395.72,Mobile Money,Failed,GHS,2024-10,Wednesday
TXN00417,2024-10-30,Northern,Business,Income,Business,4114.19,Mobile Money,Completed,GHS,2024-10,Wednesday
TXN00418,2024-10-31,Central,Personal,Income,Business,1753.3,Mobile Money,Completed,GHS,2024-10,Thursday
TXN00419,2024-11-01,Central,Personal,Expense,Transport,38.25,Debit Card,Pending,GHS,2024-11,Friday
TXN00420,2024-11-02,Central,Personal,Expense,Healthcare,873.73,Cash,Completed,GHS,2024-11,Saturday
TXN00421,2024-11-02,Greater Accra,Personal,Expense,Shopping,1420.6,Bank Transfer,Completed,GHS,2024-11,Saturday
TXN00422,2024-11-03,Ashanti,Personal,Income,Salary,4755.29,Mobile Money,Pending,GHS,2024-11,Sunday
TXN00423,2024-11-04,Greater Accra,Personal,Income,Salary,8767.84,Mobile Money,Pending,GHS,2024-11,Monday
TXN00424,2024-11-05,Greater Accra,Personal,Income,Business,1453.63,Debit Card,Completed,GHS,2024-11,Tuesday
TXN00425,2024-11-05,Western,Personal,Expense,Shopping,601.51,Debit Card,Pending,GHS,2024-11,Tuesday
TXN00426,2024-11-06,Greater Accra,Business,Expense,Entertainment,204.14,Bank Transfer,Pending,GHS,2024-11,Wednesday
TXN00427,2024-11-07,Ashanti,Personal,Income,Salary,7295.0,Bank Transfer,Pending,GHS,2024-11,Thursday
TXN00428,2024-11-08,Northern,Personal,Income,Salary,5786.03,Bank Transfer,Failed,GHS,2024-11,Friday
TXN00429,2024-11-08,Northern,Business,Income,Business,4725.45,Mobile Money,Completed,GHS,2024-11,Friday
TXN00430,2024-11-09,Northern,Personal,Expense,Utilities,436.52,Bank Transfer,Completed,GHS,2024-11,Saturday
TXN00431,2024-11-10,Ashanti,Business,Income,Salary,8972.4,Bank Transfer,Completed,GHS,2024-11,Sunday
TXN00432,2024-11-10,Western,Business,Income,Business,6968.92,Mobile Money,Completed,GHS,2024-11,Sunday
TXN00433,2024-11-11,Northern,Personal,Income,Business,2056.57,Cash,Pending,GHS,2024-11,Monday
TXN00434,2024-11-12,Greater Accra,Business,Expense,Education,774.58,Mobile Money,Completed,GHS,2024-11,Tuesday
TXN00435,2024-11-13,Northern,Personal,Expense,Utilities,612.53,Bank Transfer,Completed,GHS,2024-11,Wednesday
TXN00436,2024-11-13,Ashanti,Business,Expense,Education,1924.32,Mobile Money,Completed,GHS,2024-11,Wednesday
TXN00437,2024-11-14,Eastern,Personal,Expense,Education,816.27,Mobile Money,Completed,GHS,2024-11,Thursday
TXN00438,2024-11-15,Western,Personal,Expense,Shopping,1325.51,Bank Transfer,Failed,GHS,2024-11,Friday
TXN00439,2024-11-16,Greater Accra,Personal,Expense,Entertainment,109.4,Cash,Completed,GHS,2024-11,Saturday
TXN00440,2024-11-16,Greater Accra,Personal,Income,Salary,7685.54,Bank Transfer,Completed,GHS,2024-11,Saturday
TXN00441,2024-11-17,Greater Accra,Business,Expense,Utilities,265.33,Bank Transfer,Pending,GHS,2024-11,Sunday
TXN00442,2024-11-18,Greater Accra,Personal,Expense,Utilities,608.36,Cash,Pending,GHS,2024-11,Monday
TXN00443,2024-11-18,Central,Personal,Expense,Shopping,1365.6,Bank Transfer,Completed,GHS,2024-11,Monday
TXN00444,2024-11-19,Western,Personal,Expense,Food,390.59,Mobile Money,Pending,GHS,2024-11,Tuesday
TXN00445,2024-11-20,Ashanti,Business,Expense,Transport,195.93,Mobile Money,Pending,GHS,2024-11,Wednesday
TXN00446,2024-11-21,Central,Personal,Expense,Shopping,1002.89,Bank Transfer,Completed,GHS,2024-11,Thursday
TXN00447,2024-11-21,Western,Personal,Income,Salary,6998.23,Cash,Failed,GHS,2024-11,Thursday
TXN00448,2024-11-22,Central,Personal,Income,Salary,8047.11,Debit Card,Completed,GHS,2024-11,Friday
TXN00449,2024-11-23,Central,Personal,Expense,Rent,1819.25,Mobile Money,Failed,GHS,2024-11,Saturday
TXN00450,2024-11-24,Central,Personal,Expense,Rent,1970.45,Mobile Money,Failed,GHS,2024-11,Sunday
TXN00451,2024-11-24,Central,Personal,Expense,Food,226.58,Bank Transfer,Completed,GHS,2024-11,Sunday
TXN00452,2024-11-25,Western,Personal,Expense,Food,303.26,Debit Card,Failed,GHS,2024-11,Monday
TXN00453,2024-11-26,Central,Personal,Expense,Healthcare,1349.26,Debit Card,Completed,GHS,2024-11,Tuesday
TXN00454,2024-11-27,Northern,Personal,Income,Business,5840.16,Mobile Money,Completed,GHS,2024-11,Wednesday
TXN00455,2024-11-27,Western,Personal,Expense,Utilities,552.3,Mobile Money,Completed,GHS,2024-11,Wednesday
TXN00456,2024-11-28,Eastern,Business,Income,Salary,4959.29,Mobile Money,Completed,GHS,2024-11,Thursday
TXN00457,2024-11-29,Greater Accra,Personal,Income,Salary,6326.2,Cash,Completed,GHS,2024-11,Friday
TXN00458,2024-11-29,Greater Accra,Personal,Expense,Entertainment,339.35,Bank Transfer,Failed,GHS,2024-11,Friday
TXN00459,2024-11-30,Central,Personal,Expense,Transport,409.32,Bank Transfer,Pending,GHS,2024-11,Saturday
TXN00460,2024-12-01,Eastern,Personal,Expense,Shopping,1277.05,Mobile Money,Completed,GHS,2024-12,Sunday
TXN00461,2024-12-02,Eastern,Personal,Expense,Utilities,404.0,Bank Transfer,Pending,GHS,2024-12,Monday
TXN00462,2024-12-02,Ashanti,Personal,Expense,Education,1270.23,Bank Transfer,Completed,GHS,2024-12,Monday
TXN00463,2024-12-03,Western,Personal,Expense,Entertainment,387.97,Bank Transfer,Failed,GHS,2024-12,Tuesday
TXN00464,2024-12-04,Western,Business,Expense,Entertainment,668.15,Debit Card,Pending,GHS,2024-12,Wednesday
TXN00465,2024-12-05,Greater Accra,Business,Expense,Transport,413.71,Bank Transfer,Completed,GHS,2024-12,Thursday
TXN00466,2024-12-05,Eastern,Personal,Income,Business,4767.96,Bank Transfer,Completed,GHS,2024-12,Thursday
TXN00467,2024-12-06,Eastern,Personal,Expense,Utilities,214.86,Bank Transfer,Completed,GHS,2024-12,Friday
TXN00468,2024-12-07,Greater Accra,Personal,Expense,Healthcare,408.34,Mobile Money,Completed,GHS,2024-12,Saturday
TXN00469,2024-12-07,Eastern,Business,Income,Salary,4629.71,Debit Card,Completed,GHS,2024-12,Saturday
TXN00470,2024-12-08,Ashanti,Business,Expense,Healthcare,1486.02,Cash,Completed,GHS,2024-12,Sunday
TXN00471,2024-12-09,Ashanti,Personal,Income,Business,1618.73,Mobile Money,Failed,GHS,2024-12,Monday
TXN00472,2024-12-10,Greater Accra,Personal,Expense,Healthcare,346.44,Bank Transfer,Completed,GHS,2024-12,Tuesday
TXN00473,2024-12-10,Ashanti,Personal,Expense,Education,1298.33,Bank Transfer,Completed,GHS,2024-12,Tuesday
